Código CCN;Código CNH;Nombre;Comunidad Autónoma;Provincia;Municipio;Dirección;Código Postal;Teléfono;Número de camas instaladas;Tipo de Centro;Dependencia Funcional;Observaciones;Concierto;Acreditación Docente
908005165;80229;CLINICA NOSTRA SENYORA DEL REMEI;CATALUÑA;BARCELONA;Barcelona;Calle Escorial 148;8024;932850010;134;Hospitales Generales;PRIVADOS;;Sin concierto;NO
908005142;80399;HOSPITAL QUIRONSALUD BARCELONA;CATALUÑA;BARCELONA;Barcelona;Plaza Alfons Comin 5-7;8023;932850000;192;Hospitales Generales;PRIVADOS;;Sin concierto;NO
908005171;80478;CENTRO MEDICO TEKNON,  GRUPO QUIRONSALUD;CATALUÑA;BARCELONA;Barcelona;Calle Vilana 12;8022;932906242;285;Hospitales Generales;PRIVADOS;;Sin concierto;NO
908005152;80446;HOSPITAL UNIVERSITARI QUIR¿N DEXEUS;CATALUÑA;BARCELONA;Barcelona;Calle Sabino De  Arana 5-19;8028;932274747;170;Hospitales Generales;PRIVADOS;;Sin concierto;SI
908005143;80403;CENTRE  MEDIC  DELFOS;CATALUÑA;BARCELONA;Barcelona;Avenida Vallcarca . 151;8023;932545000;264;Hospitales Generales;PRIVADOS;;Sin concierto;NO
908012300;82246;UNITAT TERAPEUTICA-EDUCATIVA ACOMPANYA'M;CATALUÑA;BARCELONA;Barcelona;Calle Jesus I Maria 18-20;8022;932532100;30;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Sin concierto;NO
908005279;81920;CENTRE INTEGRAL DE SERVEIS EN SALUT MENTAL COMUNITARIA;CATALUÑA;BARCELONA;Barcelona;Calle Verntallat 11-19;8024;932184908;25;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Sin concierto;NO
908005270;81874;CLINICA GALATEA;CATALUÑA;BARCELONA;Barcelona;Calle Palafolls 15-19;8017;932057267;22;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Sin concierto;SI
908007616;82224;SARQUAVITAE BONANOVA;CATALUÑA;BARCELONA;Barcelona;Calle Calatrava 83;8017;932534940;28;Hospitales de media y larga estancia;PRIVADOS;;Sin concierto;NO
908005283;82045;HESTIA STAUROS;CATALUÑA;BARCELONA;Barcelona;Plaza Karl Marx 1;8042;931171074;49;Hospitales de media y larga estancia;PRIVADOS;;Sin concierto;NO
908005281;81953;MAPFRE QUAVITAE BARCELONA;CATALUÑA;BARCELONA;Barcelona;Calle Sant Antoni Maria Claret 200;8025;934579400;38;Hospitales de media y larga estancia;PRIVADOS;;Sin concierto;NO
908005158;80266;CLINICA  SOLARIUM;CATALUÑA;BARCELONA;Barcelona;Calle Ticia . 21;8035;934172007;44;Hospitales de media y larga estancia;PRIVADOS;;Sin concierto;NO
908005170;80327;HOSPITAL DE NENS DE BARCELONA;CATALUÑA;BARCELONA;Barcelona;Calle Consell De Cent 437;8009;932310512;18;Hospitales especializados;PRIVADOS;;Sin concierto;NO
908005290;82134;ITA MARESME;CATALUÑA;BARCELONA;Barcelona;Calle Avenir 14;8006;933621258;56;Hospitales especializados;PRIVADOS;;Sin concierto;NO
908005157;80641;CLINICA PLANAS;CATALUÑA;BARCELONA;Barcelona;Calle Pere Ii De Montcada 16;8034;932032812;26;Hospitales especializados;PRIVADOS;;Sin concierto;NO
908005172;80538;CENTRE D'OFTALMOLOGIA BARRAQUER;CATALUÑA;BARCELONA;Barcelona;Calle Muntaner 314;8021;932095311;70;Hospitales especializados;PRIVADOS;;Sin concierto;SI
908005282;81347;HOSPITAL UNIVERSITARI VALL D'HEBRON;CATALUÑA;BARCELONA;Barcelona;Paseo Vall D'Hebron 119-129;8035;934894524;1315;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Red de utilización pública (RUP);SI
908005153;80109;HOSPITAL CLINIC DE BARCELONA;CATALUÑA;BARCELONA;Barcelona;Calle Villarroel 170;8036;932275400;844;Hospitales Generales;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS;;Red de utilización pública (RUP);SI
908005150;80057;HOSPITAL DEL MAR.;CATALUÑA;BARCELONA;Barcelona;Paseo Maritim De La Barceloneta 25;8003;932483000;470;Hospitales Generales;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS;;Red de utilización pública (RUP);SI
908005154;80174;HOSPITAL DOS DE MAIG;CATALUÑA;BARCELONA;Barcelona;Calle Dos De Maig 301;8025;935072700;229;Hospitales Generales;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS;;Red de utilización pública (RUP);NO
908005168;80214;HOSPITAL SANT RAFAEL;CATALUÑA;BARCELONA;Barcelona;Paseo Vall D'Hebron 107;8035;932112508;213;Hospitales Generales;PRIVADOS;;Red de utilización pública (RUP);NO
908005155;80060;HOSPITAL DE L'ESPERANÇA.;CATALUÑA;BARCELONA;Barcelona;Avenida Sant Josep De La Muntanya 12;8024;933674100;161;Hospitales Generales;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS;;Red de utilización pública (RUP);SI
908005151;80431;HOSPITAL PLATO;CATALUÑA;BARCELONA;Barcelona;Calle Plato 21;8006;933069900;168;Hospitales Generales;PRIVADOS;;Red de utilización pública (RUP);NO
908005137;80364;HOSPITAL UNIVERSITARI SAGRAT COR;CATALUÑA;BARCELONA;Barcelona;Calle Viladomat 288;8029;933221111;367;Hospitales Generales;PRIVADOS;;Red de utilización pública (RUP);SI
908005140;80291;HOSPITAL DE LA SANTA CREU I SANT PAU;CATALUÑA;BARCELONA;Barcelona;Calle Sant Quinti 89;8041;935537160;644;Hospitales Generales;PRIVADOS;;Red de utilización pública (RUP);SI
908005272;81964;UNITAT POLIVALENT SALUT MENTAL BARCELONA-NORD;CATALUÑA;BARCELONA;Barcelona;Avenida Jorda 8;8035;934275250;52;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Red de utilización pública (RUP);NO
908005241;81593;PARC SANITARI SANT JOAN DE DEU - NUMANCIA;CATALUÑA;BARCELONA;Barcelona;Calle Numancia 7-13;8029;933249600;159;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Red de utilización pública (RUP);SI
908005238;81574;CLINICA LLURIA;CATALUÑA;BARCELONA;Barcelona;Pasaje Mercader 14;8008;934882142;40;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Red de utilización pública (RUP);NO
908005147;80575;CLINICA COROLEU - SSR HESTIA.;CATALUÑA;BARCELONA;Barcelona;Calle Coroleu 50;8030;931165500;74;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Red de utilización pública (RUP);NO
908005174;80253;HOSPITAL MARE DE DEU DE LA MERCE;CATALUÑA;BARCELONA;Barcelona;Paseo Universal 34;8042;934275250;113;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Red de utilización pública (RUP);NO
908005136;80351;HESTIA PALAU.;CATALUÑA;BARCELONA;Barcelona;Calle Sant Antoni Maria Claret , 135;8025;934501819;317;Hospitales de media y larga estancia;PRIVADOS;;Red de utilización pública (RUP);NO
908005164;80312;NOU HOSPITAL EVANGELIC;CATALUÑA;BARCELONA;Barcelona;Calle Camelies 15;8024;932859955;116;Hospitales de media y larga estancia;PRIVADOS;;Red de utilización pública (RUP);NO
1232000112;320126;HOSPITAL PUBLICO DE VALDEORRAS;GALICIA;OURENSE;Barco de Valdeorras, O;Avenida Conde De Fenosa 50;32300;988339000;100;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
111002394;110282;HOSPITAL QUIRON CAMPO DE GIBRALTAR;ANDALUCÍA;CÁDIZ;Barrios, Los;Calle Arttysur  - P. E. T. Las Marismas De Palmones S/N;11379;956798301;64;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
118000554;180093;HOSPITAL DE BAZA;ANDALUCÍA;GRANADA;Baza;Carretera Murcia, Km. 1,6 S/N;18800;958031303;117;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
1531000734;310109;CENTRO HOSPITALARIO BENITO MENNI;C. FORAL DE NAVARRA;NAVARRA;Baztan;Calle Mendinueta S/N -;31700;948452162;148;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Concierto parcial;NO
129001929;290393;FUNDACION CUDECA. CENTRO DE CUIDADOS PALIATIVOS;ANDALUCÍA;MALAGA;Benalmádena;Avenida Del Cosmos S/N;29631;952564910;15;Hospitales especializados;PRIVADOS;;Concierto parcial;NO
129002204;290427;HOSPITAL DE ALTA RESOLUCION DE BENALMADENA;ANDALUCÍA;MALAGA;Benalmádena;Avenida Arroyo Hondo S/N;29630;951976000;46;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
129001928;290405;HOSPITAL VITHAS XANIT INTERNACIONAL;ANDALUCÍA;MALAGA;Benalmádena;Avenida De Los Argonautas S/N;29630;952443119;125;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
749000897;490065;HOSPITAL DE BENAVENTE (COMPLEJO ASISTENCIAL DE ZAMORA);CASTILLA Y LEÓN;ZAMORA;Benavente;Calle Hospital De San Juan 4-6;49600;0;51;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
1003000127;30279;CENTRO MEDICO ACUARIO;COMUNIDAD VALENCIANA;ALICANTE;Beniarbeig;Avenida Vergel (De) 11;3778;966476260;19;Hospitales Generales;PRIVADOS;;Sin concierto;NO
1003000176;30328;HOSPITAL IMED LEVANTE;COMUNIDAD VALENCIANA;ALICANTE;Benidorm;Calle Dr Santiago Ramon Y Cajal 7;3503;966878783;100;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1003000144;30092;HOSPITAL CLINICA BENIDORM;COMUNIDAD VALENCIANA;ALICANTE;Benidorm;Avenida Alfonso Puchades 8;3501;965853850;166;Hospitales Generales;PRIVADOS;;Sin concierto;NO
908005175;80692;HOSPITAL COMARCAL DE SANT BERNABE;CATALUÑA;BARCELONA;Berga;Carretera De Ribes S/N;8600;938243400;150;Hospitales Generales;PRIVADOS;;Red de utilización pública (RUP);NO
1648000023;480195;HOSPITAL DE BERMEO;PAÍS VASCO;VIZCAYA;Bermeo;Calle Tonpoi Bidea S/N;48370;946029000;131;Hospitales de salud mental y tratamiento de toxicomanías;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
1046000629;460168;HOSPITAL PSIQUIATRICO PROVINCIAL;COMUNIDAD VALENCIANA;VALENCIA;Bétera;Carretera Burjassot - Torres Torres KM 9;46117;961699019;80;Hospitales de salud mental y tratamiento de toxicomanías;DIPUTACIÓN O CABILDO;;Sin concierto;NO
1648000019;480031;CLINICA ERCILLA MUTUALIA;PAÍS VASCO;VIZCAYA;Bilbao;Calle Ercilla 10;48009;944252500;23;Hospitales especializados;MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL;;Concierto parcial;NO
1648000011;480059;SANATORIO BILBAINO;PAÍS VASCO;VIZCAYA;Bilbao;Calle Gordoniz 18;48010;944430150;40;Hospitales Generales;ORGANIZACIONES NO GUBERNAMENTALES;;Sin concierto;NO
1648000006;480046;HOSPITAL CRUZ ROJA DE BILBAO (VICTORIA EUGENIA);PAÍS VASCO;VIZCAYA;Bilbao;Alameda Urquijo (De) 65;48013;944434792;68;Hospitales Generales;ORGANIZACIONES NO GUBERNAMENTALES;;Concierto parcial;NO
1648000010;480123;CLINICA GUIMON, S.A.;PAÍS VASCO;VIZCAYA;Bilbao;Calle Manuel Allende 24;48010;944215200;47;Hospitales Generales;PRIVADOS;;Sin concierto;NO
1648000018;480025;HOSPITAL INTERMUTUAL DE EUSKADI;PAÍS VASCO;VIZCAYA;Bilbao;Calle Fontecha Y Salazar 6;48007;944132380;44;Hospitales especializados;MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL;;Sin concierto;NO
1648000008;480097;CLINICA VIRGEN BLANCA;PAÍS VASCO;VIZCAYA;Bilbao;Calle Maestro Mendiri 2;48006;944127011;74;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1648000020;480010;HOSPITAL SANTA MARINA;PAÍS VASCO;VIZCAYA;Bilbao;Carretera Carretera Santa Marina 41;48004;944006900;245;Hospitales de media y larga estancia;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
1648002635;480316;CLINICA IMQ ZORROTZAURRE;PAÍS VASCO;VIZCAYA;Bilbao;Calle Ballets Olaeta 4;48014;944755000;175;Hospitales Generales;PRIVADOS;;Sin concierto;NO
1648000005;480078;HOSPITAL UNIVERSITARIO BASURTO;PAÍS VASCO;VIZCAYA;Bilbao;Avenida Montevideo 16-18;48013;944006000;733;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1648000012;480160;CLINICA INDAUTXU, S.A.;PAÍS VASCO;VIZCAYA;Bilbao;Calle Gordoniz 9;48010;639141723;30;Hospitales Generales;PRIVADOS;;Sin concierto;NO
917000808;170101;HOSPITAL DE SANT JAUME;CATALUÑA;GIRONA;Blanes;Calle Jaume Arcelos 1;17300;972331550;23;Hospitales de media y larga estancia;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS;;Red de utilización pública (RUP);NO
917000823;170237;HOSPITAL COMARCAL DE BLANES;CATALUÑA;GIRONA;Blanes;Carretera Acces Cala Sant Francesc 5;17300;972353264;121;Hospitales Generales;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS;;Red de utilización pública (RUP);NO
1328000067;281090;HOSPITAL UNIVERSITARIO HM MONTEPRINCIPE;MADRID;MADRID;Boadilla del Monte;Avenida De Monteprincipe 25;28660;917089900;170;Hospitales Generales;PRIVADOS;;Concierto parcial;SI
141000555;410353;HOSPITAL SAN JUAN DE DIOS DEL ALJARAFE;ANDALUCÍA;SEVILLA;Bormujos;Avenida San Juan De Dios S/N;41930;955050550;200;Hospitales Generales;OTROS CENTROS O ESTABLECIMIENTOS PÚBLICOS DE DEPENDENCIA AUTONÓMICA;;Sin concierto;SI
141000556;410212;RESIDENCIA DE SALUD MENTAL NUESTRA SEÑORA DEL CARMEN;ANDALUCÍA;SEVILLA;Bormujos;Avenida Del Rio Pudio S/N;41930;955723391;54;Hospitales de salud mental y tratamiento de toxicomanías;PRIVADOS;;Sin concierto;NO
538002290;380316;HOSPITAL GENERAL DE LA PALMA;CANARIAS;SANTA CRUZ DE TENERIFE;Breña Alta;Camino Cumbre (De La) 28;38713;922185000;198;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1328000073;281180;HOSPITAL LOS MADROÑOS;MADRID;MADRID;Brunete;Carretera De M-501 (De Alcorcon A Plasencia) KM.17,900;28690;918163526;53;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
407000218;70162;HOSPITAL JOAN MARCH;ILLES BALEARS;ILLES BALEARS;Bunyola;Carretera Palma-Soller KM. 12;7110;971212200;106;Hospitales de media y larga estancia;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1227000094;270095;HOSPITAL PUBLICO DA MARIÑA;GALICIA;LUGO;Burela;Calle Medico Vior S/N;27880;982589901;139;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
709001371;90047;HOSPITAL RECOLETAS BURGOS;CASTILLA Y LEÓN;BURGOS;Burgos;Calle Cruz Roja 1;9006;947244055;92;Hospitales Generales;PRIVADOS;;Sin concierto;NO
709001373;90155;HOSPITAL UNIVERSITARIO DE BURGOS (COMPLEJO ASISTENCIAL UNIVER. DE BURGOS);CASTILLA Y LEÓN;BURGOS;Burgos;Avenida Islas Baleares S/N;9006;947256533;777;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
709001375;90050;HOSPITAL SAN JUAN DE DIOS BURGOS;CASTILLA Y LEÓN;BURGOS;Burgos;Paseo De La Isla 3;9003;947257730;160;Hospitales de media y larga estancia;ORGANIZACIONES NO GUBERNAMENTALES;;Concierto parcial;NO
709001376;90026;HOSPITAL FUENTE BERMEJA (COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS);CASTILLA Y LEÓN;BURGOS;Burgos;Calle Francisco Salinas 0;9003;947256236;88;Hospitales de salud mental y tratamiento de toxicomanías;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
1046008287;460404;IMED VALENCIA;COMUNIDAD VALENCIANA;VALENCIA;Burjassot;Calle Ferrocarril 57;46100;963003003;207;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
114000529;140116;HOSPITAL INFANTA MARGARITA;ANDALUCÍA;CÓRDOBA;Cabra;Avenida Gongora S/N;14940;957021300;232;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
1110000306;100015;HOSPITAL SAN PEDRO DE ALCANTARA;EXTREMADURA;CÁCERES;Cáceres;Avenida Pablo Naranjo Porras 0;10005;927256211;404;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
1110000697;100113;CLINICA SAN FRANCISCO CLINICA QUIRURGICA CACEREÑA;EXTREMADURA;CÁCERES;Cáceres;Ronda De San Francisco 0;10005;927012200;32;Hospitales Generales;PRIVADOS;;Sin concierto;NO
1110001384;100115;HOSPITAL UNIVERSITARIO DE CACERES;EXTREMADURA;CÁCERES;Cáceres;Avenida De La Universidad 75;10004;927256364;204;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
1110000695;100092;HOSPITAL QUIRONSALUD CACERES;EXTREMADURA;CÁCERES;Cáceres;Avenida De La Universidad 5;10004;927181360;35;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
111000289;110327;Hospital Universitario Puerta Del Mar;ANDALUCÍA;CÁDIZ;Cádiz;Avenida Ana De Viya 21;11009;956002040;673;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
111000285;110051;HOSPITAL SAN RAFAEL;ANDALUCÍA;CÁDIZ;Cádiz;Calle Diego Arias 2;11002;956017267;280;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
111000292;110048;CLINICA LA SALUD;ANDALUCÍA;CÁDIZ;Cádiz;Calle Feduchy 8;11001;956225301;58;Hospitales Generales;PRIVADOS;;Sin concierto;NO
1726000825;260132;CENTRO SOCIOSANITARIO DE CONVALECENCIA NUESTRA SEÑORA VIRGEN DEL CARMEN;LA RIOJA;LA RIOJA;Calahorra;Poligono 38 PARCELA 10 HOYA VEDADA;26500;941010000;75;Hospitales de media y larga estancia;OTROS CENTROS O ESTABLECIMIENTOS PÚBLICOS DE DEPENDENCIA AUTONÓMICA;;Sin concierto;NO
1726000542;260099;FUNDACION HOSPITAL CALAHORRA;LA RIOJA;LA RIOJA;Calahorra;Carretera Carretera De Logroño S/N;26500;941151000;80;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Concierto sustitutorio;NO
250000082;500153;HOSPITAL ERNEST LLUCH MARTIN;ARAGÓN;ZARAGOZA;Calatayud;Carretera Sagunto Burgos KM 254;50300;976880964;122;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
908005220;81311;RESIDENCIA SANTA SUSANNA;CATALUÑA;BARCELONA;Caldes de Montbui;Calle Font I Boet 16;8140;938654994;64;Hospitales de media y larga estancia;PRIVADOS;;Red de utilización pública (RUP);NO
908005176;80706;HOSPITAL COMARCAL SANT JAUME DE CALELLA;CATALUÑA;BARCELONA;Calella;Calle Sant Jaume 209-217;8370;937690201;233;Hospitales Generales;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS;;Red de utilización pública (RUP);SI
917000809;170118;HOSPITAL DE CAMPDEVANOL;CATALUÑA;GIRONA;Campdevànol;Carretera De Gombren 20;17530;972730028;80;Hospitales Generales;PRIVADOS;;Red de utilización pública (RUP);NO
333001050;330138;HOSPITAL CARMEN Y SEVERO OCHOA;PPDO. DE ASTURIAS;ASTURIAS;Cangas del Narcea;Calle Sienra 11;33800;985812346;103;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1430000068;300130;CLINICA DOCTOR BERNAL;REGIÓN DE MURCIA;MURCIA;Caravaca de la Cruz;Calle Doctor Robles S/N;30400;968705541;39;Otros Centros con Internamiento;PRIVADOS;;Concierto parcial;NO
1430000061;300124;HOSPITAL COMARCAL DEL NOROESTE;REGIÓN DE MURCIA;MURCIA;Caravaca de la Cruz;Avenida Miguel Espinosa S/N;30400;968709100;103;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1046000388;460333;HOSPITAL NISA AGUAS VIVAS;COMUNIDAD VALENCIANA;VALENCIA;Carcaixent;Urbanizacion Vall D'Aigues Vives, De La S/N;46740;962588800;96;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1046004933;460415;UNIDAD DE DESINTOXICACION HOSPITALARIA;COMUNIDAD VALENCIANA;VALENCIA;Carcaixent;Calle Ctra. Alzira-Tavernes De V. CV50;46740;962588800;16;Otros Centros con Internamiento;PRIVADOS;;Sin concierto;NO
737001404;370074;HOSPITAL LOS MONTALVOS (COMPLEJO ASISTENCIAL UNIVERSITARIO DE SALAMANCA);CASTILLA Y LEÓN;SALAMANCA;Carrascal de Barregas;Carretera Ciudad Rodrigo 0;37192;923291100;185;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
1430000036;300362;HOSPITAL GENERAL UNIVERSITARIO SANTA LUCIA;REGIÓN DE MURCIA;MURCIA;Cartagena;Calle Mezquita (Paraje Los Arcos) S/N;30202;968128600;603;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
1430000062;300145;HOSPITAL SANTA MARIA DEL ROSELL;REGIÓN DE MURCIA;MURCIA;Cartagena;Paseo Alfonso  Xiii 61;30203;968504800;88;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;DC;DC
1430000009;300340;RESIDENCIA LOS ALMENDROS;REGIÓN DE MURCIA;MURCIA;Cartagena;Paraje Los Pinos S/N;30396;968537261;60;Hospitales de media y larga estancia;PRIVADOS;;Concierto parcial;NO
1430000054;300161;SANTO Y REAL HOSPITAL DE CARIDAD;REGIÓN DE MURCIA;MURCIA;Cartagena;Camino Barrio Peral S/N;30310;968510300;154;Hospitales de media y larga estancia;PRIVADOS;;Concierto parcial;NO
1430000348;300384;HOSPITAL C. M. VIRGEN DE LA CARIDAD CARTAGENA;REGIÓN DE MURCIA;MURCIA;Cartagena;Calle Jorge Juan 30;30205;968506666;40;Otros Centros con Internamiento;PRIVADOS;;Concierto parcial;NO
1430000001;300177;HOSPITAL NTRA. SRA. DEL PERPETUO SOCORRO;REGIÓN DE MURCIA;MURCIA;Cartagena;Calle Sebastian Feringan 12;30205;968510500;214;Otros Centros con Internamiento;PRIVADOS;;Concierto parcial;NO
1430002216;300373;HOSPITAL PERPETUO SOCORRO ALAMEDA;REGIÓN DE MURCIA;MURCIA;Cartagena;Calle Alameda  San Anton 6;30205;968510500;93;Otros Centros con Internamiento;PRIVADOS;;Sin concierto;NO
1012000182;120038;HOSPITAL LA MAGDALENA;COMUNIDAD VALENCIANA;CASTELLÓN;Castellón de la Plana/Castelló de la Plana;Camino Collet 32;12004;964356800;128;Hospitales de media y larga estancia;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Red de utilización pública (RUP);NO
1012000256;120148;INSTITUTO DE TRAUMATOLOGIA DE UNION DE MUTUAS (MATEPSS Nº 267);COMUNIDAD VALENCIANA;CASTELLÓN;Castellón de la Plana/Castelló de la Plana;Avenida Virgen De Lidon 67;12004;964231212;28;Hospitales especializados;MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL;;Sin concierto;NO
1012000183;120043;CONSORCIO HOSPITALARIO PROVINCIAL DE CASTELLON;COMUNIDAD VALENCIANA;CASTELLÓN;Castellón de la Plana/Castelló de la Plana;Avenida Doctor Clara 19;12002;964354303;257;Hospitales Generales;OTROS CENTROS O ESTABLECIMIENTOS PÚBLICOS DE DEPENDENCIA AUTONÓMICA;;Sin concierto;SI
1012000255;120159;HOSPITAL REY D. JAIME;COMUNIDAD VALENCIANA;CASTELLÓN;Castellón de la Plana/Castelló de la Plana;Calle Maria Rosa Molas 25;12004;964726000;96;Hospitales Generales;PRIVADOS;;Sin concierto;NO
1012000180;120017;HOSPITAL GENERAL UNIVERSITARIO DE CASTELLON;COMUNIDAD VALENCIANA;CASTELLÓN;Castellón de la Plana/Castelló de la Plana;Avenida Benicasim S/N;12004;964725000;580;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
141001671;410375;HOSPITAL NISA SEVILLA-ALJARAFE;ANDALUCÍA;SEVILLA;Castilleja de la Cuesta;Avenida Placido Fernandez Viagas S/N;41950;954464000;148;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1215000183;150341;HOSPITAL PUBLICO VIRXE DA XUNQUEIRA;GALICIA;A CORUÑA;Cee;Paseo Alcalde Pepe Sanchez 7;15270;981706010;74;Hospitales Generales;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;NO
1430000066;300196;FUNDACION HOSPITAL REAL PIEDAD;REGIÓN DE MURCIA;MURCIA;Cehegín;Plaza Mesoncico 3;30430;968741156;40;Hospitales de media y larga estancia;PRIVADOS;;Concierto parcial;NO
1328000022;280761;HOSPITAL DE LA FUENFRIA;MADRID;MADRID;Cercedilla;Carretera De Dehesas S/N;28470;918520300;192;Hospitales de media y larga estancia;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;;Sin concierto;SI
1851000001;510039;HOSPITAL UNIVERSITARIO DE CEUTA;CEUTA;CEUTA;Ceuta;Calle Loma Colmenar S/N;51003;856907000;252;Hospitales Generales;INSTITUTO DE GESTIÓN SANITARIA-INGESA;;Sin concierto;SI
111000300;110260;HOSPITAL VIAMED NOVO SANCTI PETRI;ANDALUCÍA;CÁDIZ;Chiclana de la Frontera;Avenida Octavio Augusto, S/N S/N;11139;956495000;37;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
111000411;110248;HOSPITAL VIAMED BAHIA DE CADIZ;ANDALUCÍA;CÁDIZ;Chiclana de la Frontera;Calle Ayala 2;11130;956533333;46;Hospitales Generales;PRIVADOS;;Concierto parcial;NO
1328000004;280783;CENTRO SAN JUAN DE DIOS CIEMPOZUELOS;MADRID;MADRID;Ciempozuelos;Avenida De San Juan De Dios 1;28350;918930001;339;Otros Centros con Internamiento;PRIVADOS;;Concierto parcial;SI
